t_s,R_cm,dRdt_cm_per_s
185680.04002001,1.20000000,0.00000000
185809.70485243,1.20000000,0.00000000
185939.36968484,1.20000000,0.00000000
186069.03451726,1.20000000,0.00000000
186198.69934967,1.20000000,0.00000000
186328.36418209,1.20000000,0.00000000
186458.02901451,1.20000000,0.00000000
186587.69384692,1.20000000,0.00000000
186717.35867934,1.20000000,0.00000000
186847.02351176,1.20000000,0.00000000
186976.68834417,1.20000000,0.00000000
187106.35317659,1.20000000,0.00000000
187236.01800900,1.20000000,0.00000000
187365.68284142,1.20000000,0.00000000
187495.34767384,1.20000000,0.00000000
187625.01250625,1.20000000,0.00000000
187754.67733867,1.20000000,0.00000000
187884.34217109,1.20000000,0.00000000
188014.00700350,1.20000000,0.00000000
188143.67183592,1.20000000,0.00000000
188273.33666833,1.20000000,0.00000000
188403.00150075,1.20000000,0.00000000
188532.66633317,1.20000000,0.00000000
188662.33116558,1.20000000,0.00000000
188791.99599800,1.20000000,0.00000000
188921.66083042,1.20000000,0.00000000
189051.32566283,1.20000000,0.00000000
189180.99049525,1.20000000,0.00000000
189310.65532766,1.20000000,0.00000000
189440.32016008,1.20000000,0.00000000
189569.98499250,1.20000000,0.00000000
189699.64982491,1.20000000,0.00000000
189829.31465733,1.20000000,0.00000000
189958.97948974,1.20000000,0.00000000
190088.64432216,1.20000000,0.00000000
190218.30915458,1.20000000,0.00000000
190347.97398699,1.20000000,0.00000000
190477.63881941,1.20000000,0.00000000
190607.30365183,1.20000000,0.00000000
190736.96848424,1.20000000,0.00000000
190866.63331666,1.20000000,0.00000000
190996.29814907,1.20000000,0.00000000
191125.96298149,1.20000000,0.00000000
191255.62781391,1.20000000,0.00000000
191385.29264632,1.20000000,0.00000000
191514.95747874,1.20000000,0.00000000
191644.62231116,1.20000000,0.00000000
191774.28714357,1.20000000,0.00000000
191903.95197599,1.20000000,0.00000000
192033.61680840,1.20000000,0.00000000
192163.28164082,1.20000000,0.00000000
192292.94647324,1.20000000,0.00000000
192422.61130565,1.20000000,0.00000000
192552.27613807,1.20000000,0.00000000
192681.94097049,1.20000000,0.00000000
192811.60580290,1.20000000,0.00000000
192941.27063532,1.20000000,0.00000000
193070.93546773,1.20000000,0.00000000
193200.60030015,1.20000000,0.00000000
193330.26513257,1.20000000,0.00000000
193459.92996498,1.20000000,0.00000000
193589.59479740,1.20000000,0.00000000
193719.25962981,1.20000000,0.00000000
193848.92446223,1.20000000,0.00000000
193978.58929465,1.20000000,0.00000000
194108.25412706,1.20000000,0.00000000
194237.91895948,1.20000000,0.00000000
194367.58379190,1.20000000,0.00000000
194497.24862431,1.20000000,0.00000000
194626.91345673,1.20000000,0.00000000
194756.57828914,1.20000000,0.00000000
194886.24312156,1.20000000,0.00000000
195015.90795398,1.20000000,0.00000000
195145.57278639,1.20000000,0.00000000
195275.23761881,1.20000000,0.00000000
195404.90245123,1.20000000,0.00000000
195534.56728364,1.20000000,0.00000000
195664.23211606,1.20000000,0.00000000
195793.89694847,1.20000000,0.00000000
195923.56178089,1.20000000,0.00000000
196053.22661331,1.20000000,0.00000000
196182.89144572,1.20000000,0.00000000
196312.55627814,1.20000000,0.00000000
196442.22111056,1.20000000,0.00000000
196571.88594297,1.20000000,0.00000000
196701.55077539,1.20000000,0.00000000
196831.21560780,1.20000000,0.00000000
196960.88044022,1.20000000,0.00000000
197090.54527264,1.20000000,0.00000000
197220.21010505,1.20000000,0.00000000
197349.87493747,1.20000000,0.00000000
197479.53976988,1.20000000,0.00000000
197609.20460230,1.20000000,0.00000000
197738.86943472,1.20000000,0.00000000
197868.53426713,1.20000000,0.00000000
197998.19909955,1.20000000,0.00000000
198127.86393197,1.20000000,0.00000000
198257.52876438,1.20000000,0.00000000
198387.19359680,1.20000000,0.00000000
198516.85842921,1.20000000,0.00000000
198646.52326163,1.20000000,0.00000000
198776.18809405,1.20000000,0.00000000
198905.85292646,1.20000000,0.00000000
199035.51775888,1.20000000,0.00000000
199165.18259130,1.20000000,0.00000000
199294.84742371,1.20000000,0.00000000
199424.51225613,1.20000000,0.00000000
199554.17708854,1.20000000,0.00000000
199683.84192096,1.20000000,0.00000000
199813.50675338,1.20000000,0.00000000
199943.17158579,1.20000000,0.00000000
200072.83641821,1.20000000,0.00000000
200202.50125063,1.20000000,0.00000000
200332.16608304,1.20000000,0.00000000
200461.83091546,1.20000000,0.00000000
200591.49574787,1.20000000,0.00000000
200721.16058029,1.20000000,0.00000000
200850.82541271,1.20000000,0.00000000
200980.49024512,1.20000000,0.00000000
201110.15507754,1.20000000,0.00000000
201239.81990995,1.20000000,0.00000000
201369.48474237,1.20000000,0.00000000
201499.14957479,1.20000000,0.00000000
201628.81440720,1.20000000,0.00000000
201758.47923962,1.20000000,0.00000000
201888.14407204,1.20000000,0.00000000
202017.80890445,1.20000000,0.00000000
202147.47373687,1.20000000,0.00000000
202277.13856928,1.20000000,0.00000000
202406.80340170,1.20000000,0.00000000
202536.46823412,1.20000000,0.00000000
202666.13306653,1.20000000,0.00000000
202795.79789895,1.20000000,0.00000000
202925.46273137,1.20000000,0.00000000
203055.12756378,1.20000000,0.00000000
203184.79239620,1.20000000,0.00000000
203314.45722861,1.20000000,0.00000000
203444.12206103,1.20000000,0.00000000
203573.78689345,1.20000000,0.00000000
203703.45172586,1.20000000,0.00000000
203833.11655828,1.20000000,0.00000000
203962.78139070,1.20000000,0.00000000
204092.44622311,1.20000000,0.00000000
204222.11105553,1.20000000,0.00000000
204351.77588794,1.20000000,0.00000000
204481.44072036,1.20000000,0.00000000
204611.10555278,1.20000000,0.00000000
204740.77038519,1.20000000,0.00000000
204870.43521761,1.20000000,0.00000000
205000.10005003,1.20000000,0.00000000
205129.76488244,1.20000000,0.00000000
205259.42971486,1.20000000,0.00000000
205389.09454727,1.20000000,0.00000000
205518.75937969,1.20000000,0.00000000
205648.42421211,1.20000000,0.00000000
205778.08904452,1.20000000,0.00000000
205907.75387694,1.20000000,0.00000000
206037.41870935,1.20000000,0.00000000
206167.08354177,1.20000000,0.00000000
206296.74837419,1.20000000,0.00000000
206426.41320660,1.20000000,0.00000000
206556.07803902,1.20000000,0.00000000
206685.74287144,1.20000000,0.00000000
206815.40770385,1.20000000,0.00000000
206945.07253627,1.20000000,0.00000000
207074.73736868,1.19999497,-0.00000013
207204.40220110,1.19996424,-0.00000034
207334.06703352,1.19990945,-0.00000050
207463.73186593,1.19983508,-0.00000064
207593.39669835,1.19974562,-0.00000074
207723.06153077,1.19964555,-0.00000080
207852.72636318,1.19953936,-0.00000083
207982.39119560,1.19943153,-0.00000083
208112.05602801,1.19932656,-0.00000079
208241.72086043,1.19922892,-0.00000071
208371.38569285,1.19914310,-0.00000060
208501.05052526,1.19907359,-0.00000046
208630.71535768,1.19902487,-0.00000028
208760.38019010,1.19900143,-0.00000007
208890.04502251,1.19900000,0.00000000
209019.70985493,1.19900000,0.00000000
209149.37468734,1.19900000,0.00000000
209279.03951976,1.19900000,0.00000000
209408.70435218,1.19900000,0.00000000
209538.36918459,1.19900000,0.00000000
209668.03401701,1.19900000,0.00000000
209797.69884942,1.19900000,0.00000000
209927.36368184,1.19900000,0.00000000
210057.02851426,1.19900000,0.00000000
210186.69334667,1.19900000,0.00000000
210316.35817909,1.19900000,0.00000000
210446.02301151,1.19900000,0.00000000
210575.68784392,1.19900000,0.00000000
210705.35267634,1.19900000,0.00000000
210835.01750875,1.19900000,0.00000000
210964.68234117,1.19900000,0.00000000
211094.34717359,1.19900000,0.00000000
211224.01200600,1.19900000,0.00000000
211353.67683842,1.19900000,0.00000000
211483.34167084,1.19900000,0.00000000
211613.00650325,1.19900000,0.00000000
211742.67133567,1.19900000,0.00000000
211872.33616808,1.19900000,0.00000000
212002.00100050,1.19900000,0.00000000
212131.66583292,1.19900000,0.00000000
212261.33066533,1.19900000,0.00000000
212390.99549775,1.19900000,0.00000000
212520.66033017,1.19900000,0.00000000
212650.32516258,1.19900000,0.00000000
212779.98999500,1.19900000,0.00000000
212909.65482741,1.19900000,0.00000000
213039.31965983,1.19900000,0.00000000
213168.98449225,1.19900000,0.00000000
213298.64932466,1.19900000,0.00000000
213428.31415708,1.19900000,0.00000000
213557.97898949,1.19900000,0.00000000
213687.64382191,1.19900000,0.00000000
213817.30865433,1.19900000,0.00000000
213946.97348674,1.19900000,0.00000000
214076.63831916,1.19900000,0.00000000
214206.30315158,1.19900000,0.00000000
214335.96798399,1.19900000,0.00000000
214465.63281641,1.19900000,0.00000000
214595.29764882,1.19900000,0.00000000
214724.96248124,1.19900000,0.00000000
214854.62731366,1.19900000,0.00000000
214984.29214607,1.19900000,0.00000000
215113.95697849,1.19900000,0.00000000
215243.62181091,1.19900000,0.00000000
215373.28664332,1.19900000,0.00000000
215502.95147574,1.19900000,0.00000000
215632.61630815,1.19900000,0.00000000
215762.28114057,1.19900000,0.00000000
215891.94597299,1.19900000,0.00000000
216021.61080540,1.19900000,0.00000000
216151.27563782,1.19900000,0.00000000
216280.94047024,1.19900000,0.00000000
216410.60530265,1.19900000,0.00000000
216540.27013507,1.19900000,0.00000000
216669.93496748,1.19900000,0.00000000
216799.59979990,1.19900000,0.00000000
216929.26463232,1.19900000,0.00000000
217058.92946473,1.19900000,0.00000000
217188.59429715,1.19900000,0.00000000
217318.25912956,1.19900000,0.00000000
217447.92396198,1.19900000,0.00000000
217577.58879440,1.19900000,0.00000000
217707.25362681,1.19900000,0.00000000
217836.91845923,1.19900000,0.00000000
217966.58329165,1.19900000,0.00000000
218096.24812406,1.19900000,0.00000000
218225.91295648,1.19900000,0.00000000
218355.57778889,1.19900000,0.00000000
218485.24262131,1.19900000,0.00000000
218614.90745373,1.19900000,0.00000000
218744.57228614,1.19900000,0.00000000
218874.23711856,1.19900000,0.00000000
219003.90195098,1.19900000,0.00000000
219133.56678339,1.19900000,0.00000000
219263.23161581,1.19900000,0.00000000
219392.89644822,1.19900000,0.00000000
219522.56128064,1.19900000,0.00000000
219652.22611306,1.19900000,0.00000000
219781.89094547,1.19900000,0.00000000
219911.55577789,1.19900000,0.00000000
220041.22061031,1.19900000,0.00000000
220170.88544272,1.19900000,0.00000000
220300.55027514,1.19900000,0.00000000
220430.21510755,1.19900000,0.00000000
220559.87993997,1.19900000,0.00000000
220689.54477239,1.19900000,0.00000000
220819.20960480,1.19900000,0.00000000
220948.87443722,1.19900000,0.00000000
221078.53926963,1.19900000,0.00000000
221208.20410205,1.19900000,0.00000000
221337.86893447,1.19900000,0.00000000
221467.53376688,1.19900000,0.00000000
221597.19859930,1.19900000,0.00000000
221726.86343172,1.19900000,0.00000000
221856.52826413,1.19900000,0.00000000
221986.19309655,1.19900000,0.00000000
222115.85792896,1.19900000,0.00000000
222245.52276138,1.19900000,0.00000000
222375.18759380,1.19900000,0.00000000
222504.85242621,1.19900000,0.00000000
222634.51725863,1.19900000,0.00000000
222764.18209105,1.19900000,0.00000000
222893.84692346,1.19900000,0.00000000
223023.51175588,1.19900000,0.00000000
223153.17658829,1.19900000,0.00000000
223282.84142071,1.19900000,0.00000000
223412.50625313,1.19900000,0.00000000
223542.17108554,1.19900000,0.00000000
223671.83591796,1.19900000,0.00000000
223801.50075038,1.19900000,0.00000000
223931.16558279,1.19900000,0.00000000
224060.83041521,1.19900000,0.00000000
224190.49524762,1.19900000,0.00000000
224320.16008004,1.19900000,0.00000000
224449.82491246,1.19900000,0.00000000
224579.48974487,1.19900000,0.00000000
224709.15457729,1.19900000,0.00000000
224838.81940970,1.19900000,0.00000000
224968.48424212,1.19900000,0.00000000
225098.14907454,1.19900000,0.00000000
225227.81390695,1.19900000,0.00000000
225357.47873937,1.19900000,0.00000000
225487.14357179,1.19900000,0.00000000
225616.80840420,1.19900000,0.00000000
225746.47323662,1.19900000,0.00000000
225876.13806903,1.19900000,0.00000000
226005.80290145,1.19900000,0.00000000
226135.46773387,1.19900000,0.00000000
226265.13256628,1.19900000,0.00000000
226394.79739870,1.19900000,0.00000000
226524.46223112,1.19900000,0.00000000
226654.12706353,1.19900000,0.00000000
226783.79189595,1.19900000,0.00000000
226913.45672836,1.19900000,0.00000000
227043.12156078,1.19900000,0.00000000
227172.78639320,1.19900000,0.00000000
227302.45122561,1.19900000,0.00000000
227432.11605803,1.19900000,0.00000000
227561.78089045,1.19900000,0.00000000
227691.44572286,1.19900000,0.00000000
227821.11055528,1.19900000,0.00000000
227950.77538769,1.19900000,0.00000000
228080.44022011,1.19900000,0.00000000
228210.10505253,1.19900000,0.00000000
228339.76988494,1.19900000,0.00000000
228469.43471736,1.19900000,0.00000000
228599.09954977,1.19900000,0.00000000
228728.76438219,1.19900000,0.00000000
228858.42921461,1.19900000,0.00000000
228988.09404702,1.19900000,0.00000000
229117.75887944,1.19900000,0.00000000
229247.42371186,1.19900000,0.00000000
229377.08854427,1.19900000,0.00000000
229506.75337669,1.19900000,0.00000000
229636.41820910,1.19900000,0.00000000
229766.08304152,1.19900000,0.00000000
229895.74787394,1.19900000,0.00000000
230025.41270635,1.19900000,0.00000000
230155.07753877,1.19900000,0.00000000
230284.74237119,1.19900000,0.00000000
230414.40720360,1.19900000,0.00000000
230544.07203602,1.19900000,0.00000000
230673.73686843,1.19900000,0.00000000
230803.40170085,1.19900000,0.00000000
230933.06653327,1.19900000,0.00000000
231062.73136568,1.19900000,0.00000000
231192.39619810,1.19900000,0.00000000
231322.06103052,1.19900000,0.00000000
231451.72586293,1.19900000,0.00000000
231581.39069535,1.19900000,0.00000000
231711.05552776,1.19900000,0.00000000
231840.72036018,1.19900000,0.00000000
231970.38519260,1.19900000,0.00000000
232100.05002501,1.19900000,0.00000000
232229.71485743,1.19900000,0.00000000
232359.37968984,1.19900000,0.00000000
232489.04452226,1.19900000,0.00000000
232618.70935468,1.19900000,0.00000000
232748.37418709,1.19900000,0.00000000
232878.03901951,1.19900000,0.00000000
233007.70385193,1.19900000,0.00000000
233137.36868434,1.19900000,0.00000000
233267.03351676,1.19900000,0.00000000
233396.69834917,1.19900000,0.00000000
233526.36318159,1.19900000,0.00000000
233656.02801401,1.19900000,0.00000000
233785.69284642,1.19900000,0.00000000
233915.35767884,1.19900000,0.00000000
234045.02251126,1.19900000,0.00000000
234174.68734367,1.19900000,0.00000000
234304.35217609,1.19900000,0.00000000
234434.01700850,1.19900000,0.00000000
234563.68184092,1.19900000,0.00000000
234693.34667334,1.19900000,0.00000000
234823.01150575,1.19900000,0.00000000
234952.67633817,1.19900000,0.00000000
235082.34117059,1.19900000,0.00000000
235212.00600300,1.19900000,0.00000000
235341.67083542,1.19900000,0.00000000
235471.33566783,1.19900000,0.00000000
235601.00050025,1.19900000,0.00000000
235730.66533267,1.19900000,0.00000000
235860.33016508,1.19900000,0.00000000
235989.99499750,1.19900000,0.00000000
236119.65982991,1.19900000,0.00000000
236249.32466233,1.19900000,0.00000000
236378.98949475,1.19900000,0.00000000
236508.65432716,1.19900000,0.00000000
236638.31915958,1.19900000,0.00000000
236767.98399200,1.19900000,0.00000000
236897.64882441,1.19900000,0.00000000
237027.31365683,1.19900000,0.00000000
237156.97848924,1.19900000,0.00000000
237286.64332166,1.19900000,0.00000000
237416.30815408,1.19900000,0.00000000
237545.97298649,1.19900000,0.00000000
237675.63781891,1.19900000,0.00000000
237805.30265133,1.19900000,0.00000000
237934.96748374,1.19900000,0.00000000
238064.63231616,1.19900000,0.00000000
238194.29714857,1.19900000,0.00000000
238323.96198099,1.19900000,0.00000000
238453.62681341,1.19900000,0.00000000
238583.29164582,1.19900000,0.00000000
238712.95647824,1.19900000,0.00000000
238842.62131066,1.19900000,0.00000000
238972.28614307,1.19900000,0.00000000
239101.95097549,1.19900000,0.00000000
239231.61580790,1.19900000,0.00000000
239361.28064032,1.19900000,0.00000000
239490.94547274,1.19899260,-0.00000016
239620.61030515,1.19895862,-0.00000036
239750.27513757,1.19890113,-0.00000052
239879.93996998,1.19882463,-0.00000065
240009.60480240,1.19873360,-0.00000075
240139.26963482,1.19863252,-0.00000081
240268.93446723,1.19852588,-0.00000083
240398.59929965,1.19841816,-0.00000082
240528.26413207,1.19831386,-0.00000078
240657.92896448,1.19821745,-0.00000070
240787.59379690,1.19813343,-0.00000059
240917.25862931,1.19806627,-0.00000044
241046.92346173,1.19802047,-0.00000026
241176.58829415,1.19800050,-0.00000004
241306.25312656,1.19800000,0.00000000
241435.91795898,1.19800000,0.00000000
241565.58279140,1.19800000,0.00000000
241695.24762381,1.19800000,0.00000000
241824.91245623,1.19800000,0.00000000
241954.57728864,1.19800000,0.00000000
242084.24212106,1.19800000,0.00000000
242213.90695348,1.19800000,0.00000000
242343.57178589,1.19800000,0.00000000
242473.23661831,1.19800000,0.00000000
242602.90145073,1.19800000,0.00000000
242732.56628314,1.19800000,0.00000000
242862.23111556,1.19800000,0.00000000
242991.89594797,1.19800000,0.00000000
243121.56078039,1.19800000,0.00000000
243251.22561281,1.19800000,0.00000000
243380.89044522,1.19800000,0.00000000
243510.55527764,1.19800000,0.00000000
243640.22011006,1.19800000,0.00000000
243769.88494247,1.19800000,0.00000000
243899.54977489,1.19800000,0.00000000
244029.21460730,1.19800000,0.00000000
244158.87943972,1.19800000,0.00000000
244288.54427214,1.19800000,0.00000000
244418.20910455,1.19800000,0.00000000
244547.87393697,1.19800000,0.00000000
244677.53876938,1.19800000,0.00000000
244807.20360180,1.19800000,0.00000000
244936.86843422,1.19800000,0.00000000
245066.53326663,1.19800000,0.00000000
245196.19809905,1.19800000,0.00000000
245325.86293147,1.19800000,0.00000000
245455.52776388,1.19800000,0.00000000
245585.19259630,1.19800000,0.00000000
245714.85742871,1.19800000,0.00000000
245844.52226113,1.19800000,0.00000000
245974.18709355,1.19800000,0.00000000
246103.85192596,1.19800000,0.00000000
246233.51675838,1.19800000,0.00000000
246363.18159080,1.19800000,0.00000000
246492.84642321,1.19800000,0.00000000
246622.51125563,1.19800000,0.00000000
246752.17608804,1.19800000,0.00000000
246881.84092046,1.19800000,0.00000000
247011.50575288,1.19800000,0.00000000
247141.17058529,1.19800000,0.00000000
247270.83541771,1.19800000,0.00000000
247400.50025013,1.19800000,0.00000000
247530.16508254,1.19800000,0.00000000
247659.82991496,1.19800000,0.00000000
247789.49474737,1.19800000,0.00000000
247919.15957979,1.19800000,0.00000000
248048.82441221,1.19800000,0.00000000
248178.48924462,1.19800000,0.00000000
248308.15407704,1.19800000,0.00000000
248437.81890945,1.19800000,0.00000000
248567.48374187,1.19800000,0.00000000
248697.14857429,1.19800000,0.00000000
248826.81340670,1.19800000,0.00000000
248956.47823912,1.19800000,0.00000000
249086.14307154,1.19800000,0.00000000
249215.80790395,1.19800000,0.00000000
249345.47273637,1.19800000,0.00000000
249475.13756878,1.19800000,0.00000000
249604.80240120,1.19800000,0.00000000
249734.46723362,1.19800000,0.00000000
249864.13206603,1.19800000,0.00000000
249993.79689845,1.19800000,0.00000000
250123.46173087,1.19800000,0.00000000
250253.12656328,1.19800000,0.00000000
250382.79139570,1.19800000,0.00000000
250512.45622811,1.19800000,0.00000000
250642.12106053,1.19800000,0.00000000
250771.78589295,1.19800000,0.00000000
250901.45072536,1.19800000,0.00000000
251031.11555778,1.19800000,0.00000000
251160.78039020,1.19800000,0.00000000
251290.44522261,1.19800000,0.00000000
251420.11005503,1.19800000,0.00000000
251549.77488744,1.19800000,0.00000000
251679.43971986,1.19800000,0.00000000
251809.10455228,1.19800000,0.00000000
251938.76938469,1.19800000,0.00000000
252068.43421711,1.19800000,0.00000000
252198.09904952,1.19800000,0.00000000
252327.76388194,1.19800000,0.00000000
252457.42871436,1.19800000,0.00000000
252587.09354677,1.19800000,0.00000000
252716.75837919,1.19800000,0.00000000
252846.42321161,1.19800000,0.00000000
252976.08804402,1.19800000,0.00000000
253105.75287644,1.19800000,0.00000000
253235.41770885,1.19800000,0.00000000
253365.08254127,1.19800000,0.00000000
253494.74737369,1.19800000,0.00000000
253624.41220610,1.19800000,0.00000000
253754.07703852,1.19800000,0.00000000
253883.74187094,1.19800000,0.00000000
254013.40670335,1.19800000,0.00000000
254143.07153577,1.19800000,0.00000000
254272.73636818,1.19800000,0.00000000
254402.40120060,1.19800000,0.00000000
254532.06603302,1.19800000,0.00000000
254661.73086543,1.19800000,0.00000000
254791.39569785,1.19800000,0.00000000
254921.06053027,1.19800000,0.00000000
255050.72536268,1.19800000,0.00000000
255180.39019510,1.19800000,0.00000000
255310.05502751,1.19800000,0.00000000
255439.71985993,1.19800000,0.00000000
255569.38469235,1.19800000,0.00000000
255699.04952476,1.19800000,0.00000000
255828.71435718,1.19800000,0.00000000
255958.37918959,1.19800000,0.00000000
256088.04402201,1.19800000,0.00000000
256217.70885443,1.19800000,0.00000000
256347.37368684,1.19800000,0.00000000
256477.03851926,1.19800000,0.00000000
256606.70335168,1.19800000,0.00000000
256736.36818409,1.19800000,0.00000000
256866.03301651,1.19800000,0.00000000
256995.69784892,1.19800000,0.00000000
257125.36268134,1.19800000,0.00000000
257255.02751376,1.19800000,0.00000000
257384.69234617,1.19800000,0.00000000
257514.35717859,1.19800000,0.00000000
257644.02201101,1.19800000,0.00000000
257773.68684342,1.19800000,0.00000000
257903.35167584,1.19800000,0.00000000
258033.01650825,1.19800000,0.00000000
258162.68134067,1.19800000,0.00000000
258292.34617309,1.19800000,0.00000000
258422.01100550,1.19800000,0.00000000
258551.67583792,1.19800000,0.00000000
258681.34067034,1.19800000,0.00000000
258811.00550275,1.19800000,0.00000000
258940.67033517,1.19800000,0.00000000
259070.33516758,1.19800000,0.00000000
259200.00000000,1.19800000,0.00000000
